HSA Number,HSA Name,Medicare enrollees (2013),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2013),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2013)
49001,VA-Abingdon,10354,4.81212098527381,5.01816185528711
49002,VA-Alexandria,30519,3.63280683325964,3.66383978297621
49003,VA-Arlington,24914,3.78258390562701,3.8688926068296
49004,VA-Bedford,7931,4.54419102592756,4.66374782188565
49005,VA-Big Stone Gap,2288,6.06420906817154,6.11959946710089
49006,VA-Blacksburg,8682,4.73042325893699,4.7723679225441
49007,VA-Charlottesville,37842,4.32597724645963,4.33764014254091
49008,VA-Chesapeake,18828,4.90453580251653,4.95710838866901
49009,VA-Clintwood,2257,5.19474617157208,5.12661133612266
49010,VA-Culpeper,6466,4.75169893764431,4.91195860914267
49011,VA-Danville,18665,5.06275933322264,5.19215956468499
49012,VA-Emporia,4797,4.65355970399174,4.74257593098088
49013,VA-Fairfax,11471,3.70532495104647,3.78372375812378
49014,VA-Falls Church,70940,3.39868349980557,3.39388844283136
49015,VA-Farmville,5172,4.94497039102311,5.06699500902393
49016,VA-Franklin,4193,5.19071466244221,5.33705817578493
49017,VA-Fredericksburg,35402,4.45899397074472,4.50262185317008
49018,VA-Front Royal,5302,4.90829207541984,4.92021159708709
49019,VA-Galax,9043,4.80280220313849,4.85693794077488
49020,VA-Gloucester,9642,4.37633295096977,4.56686138132576
49021,VA-Grundy,3424,5.43112340698855,5.10725745094697
49022,VA-Hampton,10988,4.30396308118911,4.37473111765402
49023,VA-Harrisonburg,21545,4.03791141173453,4.11748501878687
49024,VA-Hopewell,5538,5.45080285548045,5.5758637359307
49025,VA-Hot Springs,1198,5.4394830546211,5.59982222817252
49026,VA-Kilmarnock,9029,3.78367616304294,3.85959768455867
49027,VA-Lebanon,4852,5.89811929990838,6.00421413600407
49028,VA-Leesburg,19593,3.64760659327783,3.68395297902438
49029,VA-Lexington,6235,3.91025061026886,3.90005396115527
49030,VA-Low Moor,5013,4.59284872719919,4.80733167167331
49031,VA-Luray,3575,5.17744592374705,5.3761019690725
49032,VA-Lynchburg,38237,4.28269208421032,4.4533225464162
49033,VA-Manassas,19487,4.20272470319337,4.28467310471342
49034,VA-Marion,6259,5.23183927608496,5.41223129758475
49035,VA-Martinsville,14367,4.63411433446657,4.80255625827983
49036,VA-Nassawadox,6822,5.05160994995808,5.31898512291882
49037,VA-Newport News,40847,4.39229404851965,4.47901714712769
49038,VA-Norfolk,37850,4.73509757426513,4.8575938213184
49039,VA-Norton,4890,5.40932684645002,5.158951597158
49040,VA-Pearisburg,4053,4.80884650581573,4.90599504680161
49041,VA-Pennington Gap,2975,5.75595994378975,5.59873930459899
49042,VA-Petersburg,17131,4.71298196029255,4.76319218229143
49043,VA-Portsmouth,23888,4.63841344707311,4.79366938784346
49044,VA-Pulaski,3479,5.81128297340138,5.94865216721349
49045,VA-Radford,6438,4.7535748449912,4.80167033452277
49046,VA-Reston,19064,3.53444607215085,3.60682020420212
49047,VA-Richlands,4321,5.78917970150678,5.69989414131419
49048,VA-Richmond,144896,4.426842486518,4.55074800074128
49049,VA-Roanoke,42615,4.53413854741687,4.7195642302625
49050,VA-Rocky Mount,4818,5.26997179037451,5.65026251168348
49051,VA-Salem,9679,5.06125660807607,5.34290782322061
49052,VA-South Boston,11175,4.98593987614213,5.02251924328416
49053,VA-South Hill,6045,4.30585300633595,4.45729948766711
49054,VA-Staunton,21216,4.70440490604658,4.74722068213859
49055,VA-Stuart,3301,5.18508911989067,5.56894915888879
49056,VA-Suffolk,10889,4.65370044879796,4.92613517807374
49057,VA-Tappahannock,5639,4.32122252795971,4.38585462536337
49058,VA-Tazewell,2831,5.7294286925359,6.09417871986397
49059,VA-Virginia Beach,36050,4.21450800476707,4.30854144858444
49060,VA-Warrenton,10395,4.38562842080149,4.41495919721771
49062,VA-Williamsburg,20428,3.63520893609122,3.69045384780751
49063,VA-Winchester,23620,4.6986052932995,4.80543580032476
49065,VA-Woodbridge,16566,4.3211963577647,4.38677259415209
49066,VA-Woodstock,5196,4.00623799606264,4.08340508496135
49067,VA-Wytheville,6338,5.85717919997486,6.18207982143182
